english,translation,frequency_rank,pos,example,is_phrasal
lifesaver,спасатель; спасательница; спаситель,11704,noun,,false
platonic,платонический,11705,noun,,false
cretin,кретин; кретинка,11706,noun,,false
harshly,резко; сурово,11707,adv,,false
krypton,криптон,11708,noun,,false
autobiography,автобиография,11709,noun,,false
humorous,юмористический; забавный; смешной,11710,adj,,false
hussy,шлюха; потаскуха; потаскушка,11711,noun,,false
comp,комп,11712,verb,,false
lyman,Лиман,11713,name,,false
fiscal,фискальный; финансовый,11714,noun,,false
baltic,балтийский; прибалтийский; Прибалтика; Балтика; Балтия,11715,adj,,false
gracefully,грациозно; изящно; элегантно,11716,adv,,false
promenade,пешеходная улица; променад; эспланада,11717,verb,,false
exorcist,экзорцист,11718,noun,,false
courtesan,куртизанка; придворная,11719,noun,,false
alloy,сплав,11720,verb,,false
drive-in,автокинотеатр; драйв-ин,11721,noun,,false
right-handed,праворукий,11722,noun,,false
guitarist,гитарист; гитаристка,11723,noun,,false
suede,замша; замшевый,11724,verb,,false
simran,Симран,11725,noun,,false
plaid,клетчатый; плед; шотландский плед,11726,verb,,false
flannel,фланель; фланелевый,11727,verb,,false
seventy-five,семьдесят пять,11728,num,,false
niche,ниша; нишевый,11729,verb,,false
census,перепись населения; перепись,11730,verb,,false
verona,Верона,11731,name,,false
shriek,пронзительный крик; визг; визжать,11732,verb,,false
bathrobe,халат; купальный халат; пеньюар,11733,noun,,false
atrocious,зверский; жестокий; ужасный,11734,adj,,false
borough,город; район,11735,noun,,false
chalice,потир; кубок; чаша,11736,noun,,false
airspace,воздушное пространство,11737,noun,,false
hesitant,неуверен,11738,adj,,false
jeweler,ювелир; ювелирша,11739,noun,,false
rhetoric,красноречие; краснобайство; риторика,11740,noun,,false
seamstress,швея; белошвейка,11741,noun,,false
saffron,шафран; шафранный; шафрановый,11742,verb,,false
augusta,Огаста,11743,name,,false
scorpio,Скорпион,11744,noun,,false
algiers,Алжир,11745,name,,false
dotty,чудаковатый,11746,noun,,false
tropics,тропики,11747,noun,,false
threes,тройки,11748,noun,,false
dune,дюна; бархан,11749,noun,,false
extinguish,разрушить; уничтожить; тушить,11750,verb,,false
juggle,жонглировать,11751,verb,,false
yon,вон тот,11752,det,,false
goguryeo,Когурё,11753,name,,false
framework,парадигма; остов; корпус,11754,noun,,false
kan,Кан,11755,noun,,false
parry,парировать; парирование,11756,verb,,false
respective,соответствующий,11757,adj,,false
prerogative,прерогатива; привилегия; исключительное право,11758,noun,,false
bitcoin,биткойн; биткоин,11759,noun,,false
pickpocket,карманный вор; карманник; щипач,11760,verb,,false
flammable,огнеопасный; легковоспламеняющийся,11761,noun,,false
leicester,Лестер,11762,noun,,false
archery,стрельба из лука,11763,noun,,false
blanc,белила,11764,noun,,false
talon,коготь,11765,noun,,false
glucose,глюкоза,11766,noun,,false
muff,муфта; мохнатка,11767,verb,,false
cauldron,котёл; казан,11768,noun,,false
roundabout,непрямой; окольный; окружной; круговой перекрёсток; кольцо,11769,verb,,false
estranged,отчужденный; отвергнутый,11770,verb,,false
phobia,фобия; боязнь,11771,noun,,false
navel,пупок; пуп,11772,verb,,false
ascension,подъём; восход; восхождение; вознесение,11773,noun,,false
goth,гот; готка; готическая музыка,11774,noun,,false
projectile,снаряд; пуля; стрела,11775,noun,,false
crybaby,плакса; рёва; маменькин сынок,11776,verb,,false
upstream,вверх по течению,11777,verb,,false
notification,уведомление; оповещение; извещение,11778,noun,,false
a-bomb,атомная бомба,11779,verb,,false
fabricated,сфабрикованный; фальшивый,11780,verb,,false
textile,текстиль; ткань; текстильщик,11781,noun,,false
realism,реализм,11782,noun,,false
dominance,господство; преобладание; доминирование,11783,noun,,false
autistic,аутистический; аутистичный; аутист,11784,noun,,false
sickly,болезненный; чахлый,11785,verb,,false
recreational,развлекательный; рекреационный,11786,adj,,false
tetanus,столбняк,11787,noun,,false
prowl,рыскать; шнырять; бродить,11788,verb,,false
atop,наверху,11789,prep,,false
meningitis,менингит,11790,noun,,false
suburb,пригород; предместье; округ,11791,noun,,false
aztec,ацтекский; ацтек,11792,noun,,false
mocha,мокко; Моха; Мокка,11793,noun,,false
sarajevo,Сараево,11794,name,,false
launcher,гранатомёт,11795,noun,,false
improvised,импровизированный,11796,verb,,false
halley,Галлей,11797,name,,false
taurus,Телец; Таврские горы; Тавр,11798,noun,,false
undoing,гибель,11799,verb,,false
perm,Пермь; Пермь Великая; Пермь Камская,11800,verb,,false
bengali,бенгальский; бенгалец; бенгалка; бенгальский язык,11801,noun,,false
weakling,слабак; хлюпик; тряпка; слабый; хилый,11802,noun,,false
humid,влажный,11803,adj,,false
annulment,отмена; аннулирование; упразднение,11804,noun,,false
mapping,отображение,11805,verb,,false
decode,декодировать; раскодировать; расшифровывать,11806,verb,,false
umbilical,пуповинный; страховочный трос; фал,11807,noun,,false
blackboard,доска; классная доска; школьная доска,11808,verb,,false
cutlery,столовые приборы; приборы,11809,noun,,false
booger,козявка; козюля; коза,11810,noun,,false
hue,оттенок; Хюэ,11811,noun,,false
aristocracy,аристократия; знать,11812,noun,,false
wavelength,длина волны; волна,11813,noun,,false
bongo,бонго,11814,verb,,false
glum,печальный,11815,verb,,false
gloucester,Глостер,11816,noun,,false
perilous,опасный; рискованный,11817,adj,,false
snooze,дремать; вздремнуть; подремать; короткий сон; лёгкий сон,11818,verb,,false
full-scale,полномасштабный; полный; исчерпывающий,11819,adj,,false
processor,процессор,11820,noun,,false
ascertain,удостоверяться; удостовериться; убеждаться,11821,verb,,false
reproductive,воспроизводительный; репродуктивный; репродукционный,11822,noun,,false
instinctively,инстинктивно,11823,adv,,false
all-powerful,всемогущий,11824,adj,,false
curling,кёрлинг,11825,verb,,false
monoxide,монооксид; одноокись,11826,noun,,false
rolls-royce,Роллс-Ройс,11827,noun,,false
armada,армада,11828,noun,,false
overreact,слишком остро реагировать,11829,verb,,false
twirl,вращение; кружиться; вращать; вертеть,11830,verb,,false
sawdust,опилки; древесная мука,11831,verb,,false
firefly,светляк; светлячок,11832,noun,,false
interstellar,межзвёздный; междузвёздный,11833,adj,,false
subdue,подчинять; подчинить; завоёвывать,11834,verb,,false
simulate,симулировать,11835,verb,,false
arbitrary,произвольный,11836,noun,,false
ratchet,храповик,11837,verb,,false
vascular,сосудистый; васкулярный,11838,adj,,false
handmade,ручной работы; хѐндмейд; хѐнд-мейд,11839,noun,,false
bluebell,колокольчик,11840,noun,,false
ultraviolet,ультрафиолетовый; ультрафиолет,11841,noun,,false
obesity,ожирение; тучность,11842,noun,,false
deem,полагать; считать; думать,11843,verb,,false
dub,посвящать в рыцари; дать прозвище/кличку; окрестить; дублировать; озвучивать,11844,verb,,false
nicaragua,Никарагуа,11845,name,,false
self-confidence,самоуверенность; самонадеянность,11846,noun,,false
basque,баск; басконка; баскский язык; баскский; басконский,11847,noun,,false
burrow,нора,11848,verb,,false
boardwalk,дощатая тропа,11849,verb,,false
poultry,домашняя птица; мясо птицы,11850,noun,,false
fantasize,фантазировать,11851,verb,,false
overkill,перегиб; перебор; перевыполнение,11852,verb,,false
sodom,Содом,11853,noun,,false
antelope,антилопа,11854,noun,,false
discord,разногласие; разлад; несогласие; Дискорд,11855,verb,,false
henna,хна,11856,verb,,false
pigsty,свинарник; хлев; свинарня,11857,noun,,false
dashboard,брызговик; щиток от грязи; приборная панель,11858,verb,,false
chez,у,11859,prep,,false
inconsistent,рассогласованный; непостоянный; непоследовательный,11860,adj,,false
wickedness,злоба,11861,noun,,false
piccolo,пикколо; флейта-пикколо,11862,noun,,false
vila,вила; самовила,11863,noun,,false
would-be,мечтающий; претендующий; несостоявшийся,11864,noun,,false
pauper,нищий; бедняк; бедный,11865,verb,,false
oxide,окись; оксид,11866,noun,,false
cauliflower,цветная капуста,11867,verb,,false
fiddler,скрипач,11868,noun,,false
right-wing,правый,11869,adj,,false
guacamole,гуакамоле,11870,noun,,false
tailed,хвостатый,11871,verb,,false
fiji,Фиджи,11872,name,,false
prude,святоша,11873,noun,,false
boundless,безграничный; беспредельный; бескрайний,11874,adj,,false
romantically,романтически,11875,adv,,false
hula,хула,11876,verb,,false
corresponding,соответствующий; соответственный,11877,verb,,false
kindred,родственный,11878,noun,,false
repel,отказываться принять; отвергать; отклонять,11879,verb,,false
genoa,Генуя,11880,noun,,false
durham,Дарем,11881,noun,,false
squish,хлюпанье; раздавливать; раздавить; расплющивать,11882,verb,,false
shopkeeper,владелец магазина; лавочник; торговец,11883,noun,,false
showroom,выставочный зал; демонстрационный зал; шоурум,11884,verb,,false
humanoid,человекоподобный; гуманоид,11885,noun,,false
shenanigans,озорство; озорничание; махинации,11886,verb,,false
std,ЗППП,11887,noun,,false
rhythmically,ритмично,11888,adv,,false
barrage,заграждение; плотина; дамба,11889,verb,,false
blockhead,тупица; болван; бестолочь,11890,verb,,false
glover,перчаточник; перчаточница,11891,noun,,false
persia,Персия,11892,name,,false
taxpayer,налогоплательщик; налогоплательщица,11893,noun,,false
menacing,угрожающий,11894,verb,,false
clippers,ножницы,11895,noun,,false
foreboding,предчувствие; дурное предчувствие; предзнаменование,11896,verb,,false
exhilarating,волнующий,11897,verb,,false
understudy,выучить роль; дублировать; заменять; дублёр,11898,verb,,false
castile,Кастилия,11899,name,,false
tact,такт; тактичность,11900,verb,,false
provision,снабжение; провиант; обеспечение,11901,verb,,false
manga,манга; японские комиксы,11902,noun,,false
doghouse,хибарка; лачуга; хижина,11903,noun,,false
ny,шт. Нью-Йорк,11904,verb,,false
yemen,Йемен,11905,noun,,false
vantage,превосходство; преимущество; высота,11906,verb,,false
abandonment,оставление; отказ; абандон,11907,noun,,false
theology,богословие; теология,11908,noun,,false
commemorate,чтить; почтить; ознаменовывать,11909,verb,,false
nourishment,кормление; питание,11910,noun,,false
sender,отправитель; отправительница; адресант,11911,noun,,false
argentine,аргентин; аргентинский; аргентинец; аргентинка,11912,noun,,false
consciously,сознательно; осознанно,11913,adv,,false
tenner,десятка,11914,noun,,false
waiver,отказ; освобождение,11915,verb,,false
magnetism,магнетизм,11916,noun,,false
remission,ремиссия; индульгенция; отпущение,11917,verb,,false
hooligan,хулиган; хулиганка; дебошир,11918,verb,,false
dysfunction,дисфункция,11919,verb,,false
hijacking,угон,11920,verb,,false
widen,расширяться; расшириться; расширять,11921,verb,,false
mobility,подвижность; мобильность,11922,noun,,false
provisional,временный; предварительный,11923,noun,,false
hamper,корзина; затруднять,11924,verb,,false
membrane,мембрана; перепонка; оболочка,11925,noun,,false
lecturer,лектор; преподаватель; доцент,11926,noun,,false
tampon,тампон; затычка,11927,verb,,false
sanatorium,санаторий; здравница,11928,noun,,false
tangle,запутывать; запутать; запутываться; путаница; неразбериха,11929,verb,,false
succumb,уступать; умирать,11930,verb,,false
scab,струп; короста; корочка,11931,verb,,false
dissatisfied,недовольный; неудовлетворённый,11932,verb,,false
nietzsche,Ницше,11933,name,,false
bashir,Башир,11934,name,,false
hypothermia,гипотермия; переохлаждение,11935,noun,,false
sasquatch,сасквоч; бигфут,11936,noun,,false
binder,вязальщик; вязальщица; папка,11937,noun,,false
insure,страховать; застраховывать; застраховать,11938,verb,,false
bohemian,богемный; богемец; богемка; богемский,11939,noun,,false
ilya,Илья,11940,name,,false
petrovich,Петрович,11941,name,,false
jester,шутник; шутница; остряк,11942,verb,,false
regulate,регулировать; отрегулировать,11943,verb,,false
irreplaceable,незаменимый,11944,adj,,false
pied,пёстрый; разноцветный,11945,verb,,false
canterbury,Кентербери,11946,noun,,false
shank,голень; плюсна; улит,11947,verb,,false
alpine,альпийский; горный; высокогорный,11948,noun,,false
prowess,храбрость; удаль; отвага,11949,noun,,false
blower,фен; вентилятор; воздуходувка,11950,noun,,false
tenderly,нежно; мягко,11951,adv,,false
mali,Мали,11952,noun,,false
sigma,сигма,11953,noun,,false
croissant,круассан; рогалик,11954,noun,,false
charades,шарада,11955,verb,,false
mince,фарш; крошить; преуменьшать; семенить,11956,verb,,false
high-class,... высокого класса,11957,adj,,false
passageway,проход; переход; коридор,11958,noun,,false
pixie,пикси; фея; эльф,11959,noun,,false
nitrate,нитрат,11960,verb,,false
hyperspace,гиперпространство,11961,verb,,false
yiddish,идиш,11962,adj,,false
elevation,подъём,11963,noun,,false
pastime,времяпрепровождение; развлечение; увеселение,11964,verb,,false
fricking,грёбаный; долбаный,11965,adj,,false
ussr,СССР; УССР,11966,name,,false
brie,бри,11967,noun,,false
spec,спеки; спец,11968,verb,,false
evict,выселять; выселить; выгонять,11969,verb,,false
pricey,дороговатый,11970,adj,,false
pesky,надоедливый; докучливый; навязчивый,11971,adj,,false
turbulent,бурный; беспокойный,11972,adj,,false
baekje,Пэкче,11973,name,,false
albino,альбинос; альбиноска,11974,noun,,false
activation,активация; активизация,11975,noun,,false
flamingo,фламинго,11976,noun,,false
eggnog,гоголь-моголь,11977,noun,,false
expulsion,изгнание; исключение; отстранение,11978,noun,,false
dominican,доминиканец; доминиканка; доминиканский,11979,noun,,false
untimely,преждевременный; несвоевременный,11980,adj,,false
ambiguous,двусмысленный; неоднозначный; многозначный,11981,adj,,false
chakra,чакра,11982,noun,,false
sundae,сандей,11983,noun,,false
housewarming,новоселье,11984,noun,,false
diagnose,диагностировать,11985,verb,,false
emblem,эмблема,11986,verb,,false
posterity,потомство,11987,noun,,false
thermos,термос; Ферм; Фермон,11988,noun,,false
perseverance,упорство; настойчивость; стойкость,11989,noun,,false
hamid,Хамид,11990,name,,false
midge,мошка,11991,noun,,false
okey-dokey,оки-доки,11992,intj,,false
bulge,бугор; выступ; выпуклость; выдаваться; выпячиваться,11993,verb,,false
sheen,блеск; блестеть,11994,verb,,false
self-righteous,самодовольный; самоуверенный; ханжеский,11995,adj,,false
optic,оптический,11996,noun,,false
crossfire,перекрёстный огонь,11997,noun,,false
topping,топпинг; начинка; верхушка,11998,verb,,false
impudent,дерзкий; нахальный; наглый,11999,adj,,false
manifestation,проявление; манифестация; проявления болезни,12000,noun,,false
moat,ров,12001,verb,,false
prefecture,префектура,12002,noun,,false
noticeable,заметный; осязаемый; достойный внимания,12003,adj,,false
mausoleum,мавзолей,12004,noun,,false
consignment,партия,12005,noun,,false
lacy,кружевной,12006,adj,,false
zeppelin,цеппелин; дирижабль,12007,noun,,false
smartass,умник; всезнайка,12008,verb,,false
catalyst,катализатор,12009,noun,,false
bergen,Берген,12010,noun,,false
checkout,касса,12011,noun,,false
rhea,нанду; Рея,12012,noun,,false
dotted,пунктирный; точечный; усеянный,12013,verb,,false
tarot,карта таро; таро,12014,noun,,false
dangle,висеть; болтаться; качаться,12015,verb,,false
firecracker,петарда; хлопушка; фейерверк,12016,noun,,false
aphrodisiac,афродизиак,12017,noun,,false
snare,силок; ловушка; западня,12018,verb,,false
deficiency,недостаток; порок; неполноценность,12019,noun,,false
conjecture,предположение; догадка; гипотеза; гадать; предполагать,12020,verb,,false
saucy,дерзкий; наглый; нахальный,12021,adj,,false
swindle,обманывать; обмануть; мошенничать; обман; жульничество,12022,verb,,false
taffy,ирис; ириска,12023,noun,,false
pornographic,порнографический,12024,adj,,false
imaginable,вообразимый,12025,adj,,false
aye-aye,ай-ай; руконожка,12026,intj,,false
craze,мания,12027,verb,,false
watt,ватт,12028,noun,,false
critique,критика; рецензия; критиковать; рецензировать,12029,verb,,false
veterinary,ветеринарный,12030,noun,,false
depleted,истощённый; выработанный; исчерпанный,12031,verb,,false
shapiro,Шапиро; Шапира,12032,name,,false
sarcophagus,саркофаг,12033,verb,,false
slump,оседать; рухнуть; депрессия; хандра; топь,12034,verb,,false
thunderstorm,гроза; буря,12035,noun,,false
hellish,адский; адовый,12036,adj,,false
trickster,трикстер; озорник; ловкач,12037,verb,,false
decadent,упадочный; упадочнический; декадентский; декадент; декадентка,12038,noun,,false
saroyan,Сароян,12039,name,,false
gaul,Галлия; галл,12040,noun,,false
devise,разрабатывать; разработать; замышлять,12041,verb,,false
gout,подагра,12042,verb,,false
devoid,пустой; порожний,12043,verb,,false
bombardment,бомбардировка; бомбёжка; артобстрел,12044,noun,,false
salvo,залп,12045,verb,,false
overflow,переполнение; перелив; избыток; переполнять; переливаться,12046,verb,,false
pimple,прыщ; прыщик; угорь,12047,verb,,false
quench,утолять; утолить; напиваться,12048,verb,,false
sunil,Сунил,12049,name,,false
yelp,визг; визжание; визжать,12050,verb,,false
deduct,вычитать; вычесть; удерживать,12051,verb,,false
confer,придавать; наделять; присваивать,12052,verb,,false
impure,нечистый; с примесью,12053,verb,,false
oar,весло,12054,verb,,false
keyhole,замочная скважина,12055,verb,,false
pertinent,уместный; подходящий,12056,noun,,false
standstill,остановка; застой; бездействие,12057,noun,,false
danube,Дунай,12058,name,,false
vroom,брум; врум; вжум; рёв; нестись,12059,intj,,false
integral,неотъемлемый; неделимый; неотделимый; интеграл,12060,noun,,false
loins,поясница; чресла,12061,noun,,false
progression,продвижение; прогрессия; развитие,12062,noun,,false
undeniable,несомненный; неоспоримый; неопровержимый,12063,adj,,false
inadvertently,нечаянно; неумышленно; ненароком,12064,adv,,false
inexplicable,необъяснимый,12065,noun,,false
radish,редис; редиска; редька,12066,noun,,false
lingo,жаргон,12067,noun,,false
illogical,нелогичный,12068,adj,,false
stint,скупиться; бытность; песочник,12069,verb,,false
alto,альт,12070,noun,,false
violinist,скрипач; скрипачка,12071,noun,,false
rishi,риши,12072,noun,,false
optional,необязательный; факультативный; опциональный,12073,noun,,false
playback,воспроизведение; проигрывание,12074,noun,,false
spinster,старая дева; вековуха; сучильщица,12075,noun,,false
fawn,оленёнок; желтовато-коричневый; палевый; ласкаться; ластиться,12076,verb,,false
osman,Осман,12077,noun,,false
anubis,Анубис,12078,name,,false
ronin,ронин,12079,noun,,false
intuitive,интуитивный,12080,noun,,false
albania,Албания,12081,name,,false
excalibur,Экскалибур,12082,name,,false
productivity,производительность; продуктивность,12083,noun,,false
stub,обломок; огрызок; корешок,12084,verb,,false
derivative,производный; производное; дериватив; дериват,12085,noun,,false
denim,деним; джинсовая ткань; джинс,12086,noun,,false
subjective,субъективный,12087,noun,,false
cicero,Цицерон,12088,noun,,false
transformer,преобразователь; трансформатор,12089,noun,,false
inventive,изобретательный; находчивый,12090,adj,,false
eloquent,красноречивый; выразительный,12091,adj,,false
soot,сажа; копоть,12092,verb,,false
umpire,судить,12093,verb,,false
quicksand,зыбучие пески; зыбучий песок; зыбун,12094,noun,,false
succeeding,следующий; последующий,12095,verb,,false
georgian,грузинский язык; грузинский; джорджиец; джорджийка; грузин,12096,noun,,false
bitterly,горько,12097,adv,,false
sloth,лень; леность; ленивец,12098,verb,,false
contraction,сокращение; сжатие; стяжение,12099,noun,,false
fondue,фондю,12100,verb,,false
physiology,физиология,12101,noun,,false
longevity,долголетие; долгожительство,12102,noun,,false
intergalactic,межгалактический,12103,adj,,false
lupus,волчанка; Волк,12104,noun,,false
sms,SMS; эс-эм-эс; эсэмэска,12105,verb,,false
high-level,на высшем уровне; высокоуровневый,12106,adj,,false
gaza,Газа,12107,name,,false
tapestry,гобелен; шпалера,12108,verb,,false
lithium,литий,12109,noun,,false
sacrificial,жертвенный,12110,adj,,false
confetti,конфетти,12111,verb,,false
inconceivable,непостижимый; немыслимый; невообразимый,12112,adj,,false
gazelle,газель,12113,verb,,false
murky,мутный; тёмный; грязный,12114,adj,,false
artemis,Артемида,12115,name,,false
divinity,божественность; богословие; теология,12116,noun,,false
warranty,гарантия; ручательство,12117,verb,,false
ceramic,керамический; керамика,12118,noun,,false
chilean,чилийский; чилиец; чилийка,12119,noun,,false
canton,кантон; Гуанчжоу; Гуандун,12120,verb,,false
obese,толстый; полный; тучный,12121,noun,,false
enzyme,фермент; энзим,12122,noun,,false
repetition,повторение; заучивание наизусть,12123,verb,,false
kosovo,Косово,12124,name,,false
silencer,глушитель,12125,noun,,false
multitude,множество; масса,12126,noun,,false
improbable,неправдоподобный; невероятный,12127,adj,,false
juliana,Юлиана,12128,name,,false
jailer,тюремщик; тюремщица; тюремный надзиратель,12129,noun,,false
bureaucratic,бюрократический,12130,adj,,false
pompeii,Помпеи,12131,name,,false
pedigree,родословная; родословие,12132,verb,,false
halifax,Галифакс,12133,name,,false
indirectly,косвенно,12134,adv,,false
dragonfly,стрекоза,12135,noun,,false
holographic,голографический,12136,adj,,false
catheter,катетер,12137,noun,,false
one-armed,однорукий,12138,adj,,false
know-it-all,всезнайка; знайка,12139,noun,,false
dutchman,нидерландец; голландец,12140,noun,,false
testicle,яичко; тестикула,12141,noun,,false
stationery,канцелярские товары; канцтовары; канцелярские принадлежности,12142,noun,,false
stardust,космическая пыль; межзвёздная пыль; романтика,12143,noun,,false
dismount,слезать; слезть; спешиваться,12144,verb,,false
scenic,живописный; красивый,12145,noun,,false
dill,укроп; укроп пахучий,12146,verb,,false
masseuse,массажистка,12147,noun,,false
caper,скачок; прыжок; коленце; скакать; каперс,12148,verb,,false
boo-boo,бо-бо,12149,verb,,false
lengthy,длительный; многословный; многоречивый,12150,adj,,false
chink,трещина; щель; царапина; затыкать; замазывать,12151,verb,,false
decorative,декоративный,12152,noun,,false
correspond,соответствовать; согласовываться; соотноситься,12153,verb,,false
mangy,чесоточный; паршивый; убогий,12154,adj,,false
shipwreck,останки кораблекрушения; кораблекрушение,12155,verb,,false
trustee,попечитель; попечительница; доверительный собственник,12156,verb,,false
vagabond,странник; странница; скиталец; скитаться,12157,verb,,false
forte,сильная сторона; сила; форте,12158,noun,,false
absolve,прощать; отпускать,12159,verb,,false
eros,Эрос; Эрот,12160,noun,,false
dismal,мрачный; угрюмый; унылый,12161,noun,,false
aerobics,аэробика,12162,noun,,false
wren,крапивник,12163,noun,,false
bogey,неопознанный самолёт; богги,12164,verb,,false
hodja,ходжа,12165,noun,,false
guesthouse,пансион; гостиница; гостевой дом,12166,noun,,false
regency,регентство,12167,noun,,false
lebanese,ливанский; ливанец; ливанка,12168,noun,,false
harlot,шлюха,12169,verb,,false
bashful,застенчивый; робкий; скромный,12170,adj,,false
vietcong,Вьетконг,12171,noun,,false
shambles,разруха; руины; развалины,12172,verb,,false
striker,бастующий,12173,noun,,false
circumcised,обрезанный,12174,verb,,false
brainless,безмозглый,12175,adj,,false
inherent,врождённый; прирождённый; присущий,12176,adj,,false
maniacally,маниакально,12177,adv,,false
reluctantly,неохотно; с неохотой,12178,adv,,false
abstinence,воздержание; трезвенность; абстиненция,12179,noun,,false
trombone,тромбон,12180,verb,,false
boomerang,бумеранг,12181,verb,,false
readiness,готовность,12182,noun,,false
vibrator,вибратор; прерыватель,12183,noun,,false
astrologer,астролог; звездочёт,12184,noun,,false
ghoul,гуль; вурдалак; вампир,12185,noun,,false
attribute,свойство; характерная черта; атрибут; приписывать; относить,12186,verb,,false
sparkly,искрящийся; сверкающий; блестящий,12187,adj,,false
torah,Тора,12188,noun,,false
rump,круп,12189,verb,,false
noona,нуна,12190,noun,,false
stinker,вонючка,12191,noun,,false
remus,Рем,12192,name,,false
pessimistic,пессимистичный,12193,adj,,false
angelic,ангельский,12194,noun,,false
midsummer,Иван Купала; Иванов день,12195,noun,,false
snowflake,снежинка; белоцветник,12196,verb,,false
quartz,кварц,12197,noun,,false
caruso,Карузо,12198,name,,false
stalingrad,Сталинград,12199,name,,false
concur,соглашаться; совпадать; сходиться,12200,verb,,false
playwright,драматург,12201,noun,,false
negligent,халатный,12202,adj,,false
mesh,сетка; сеть; петля; сочетаться; подходить,12203,verb,,false
musk,мускус,12204,verb,,false
musket,мушкет,12205,noun,,false
intermission,антракт; перерыв; пауза,12206,noun,,false
redirect,перенаправлять; перенаправить,12207,verb,,false
sable,соболь; чёрный,12208,noun,,false
svetlana,Светлана,12209,name,,false
connelly,Коннелли,12210,name,,false
armoured,бронированный,12211,verb,,false
lackey,лакей; холуй; прихвостень,12212,verb,,false
erupt,извергать; извергаться,12213,verb,,false
sanction,санкция; разрешение; одобрение; санкционировать,12214,verb,,false
hinder,мешать; помешать; препятствовать; задний; задница,12215,verb,,false
blackbird,чёрный дрозд; трупиал; кассик,12216,verb,,false
adjourn,отложить; откладывать; отсрочить,12217,verb,,false
bile,желчь; жёлчь,12218,verb,,false
sunken,затонувший; затопленный; впалый,12219,verb,,false
sprain,растягивать; растянуть; растяжение,12220,verb,,false
commendable,похвальный; достойный похвалы,12221,adj,,false
upfront,честно; открыто; прямолинейно,12222,verb,,false
maroon,марон; изгой; бросать; тёмно-бордовый; бордовый,12223,verb,,false
prematurely,преждевременно,12224,adv,,false
uganda,Уганда,12225,name,,false
madras,Мадрас,12226,noun,,false
cleanliness,чистота; чистость,12227,noun,,false
antichrist,антихрист,12228,noun,,false
skim,снимать; пускать блинчики; рикошетировать,12229,verb,,false
irishman,ирландец,12230,noun,,false
doofus,оболтус,12231,noun,,false
sedate,спокойный; степенный; уравновешенный,12232,verb,,false
oink,хрю; хрю-хрю; хрюканье; хрюкать,12233,intj,,false
momentous,важный; знаменательный,12234,adj,,false
landfill,свалка f мусора; полигон m для захоронения n отходов,12235,verb,,false
faulkner,Фолкнер,12236,noun,,false
high-ranking,высокопоставленный,12237,adj,,false
inbound,входящий,12238,verb,,false
partake,принимать участие; принять участие; участвовать,12239,verb,,false
one-sided,односторонний,12240,adj,,false
subdued,приглушённый,12241,verb,,false
indisposed,недомогающий; несклонный,12242,adj,,false
beagle,гончая,12243,verb,,false
momentary,моментальный; минутный; мгновенный,12244,adj,,false
sanitary,санитарный,12245,noun,,false
gretel,Гретель,12246,name,,false
gita,Гита,12247,name,,false
voter,избиратель; избирательница; голосующий,12248,noun,,false
lolita,Лолита,12249,noun,,false
studs,шиповка; шипы,12250,noun,,false
peri,пери,12251,noun,,false
shudder,содрогаться; дрожать; содрогание; дрожь,12252,verb,,false
dowager,вдовствующая; вдова; дама,12253,noun,,false
heartburn,изжога; пирозис,12254,noun,,false
dopamine,дофамин,12255,noun,,false
severity,строгость; суровость,12256,noun,,false
abdullah,Абдулла,12257,name,,false
evilly,злобно; зло,12258,adv,,false
glimmer,мерцание; капля; проблеск; мерцать,12259,verb,,false
vex,раздражать; досаждать; волновать,12260,verb,,false
khrushchev,Хрущёв,12261,name,,false
twerp,дурак; тупица; ничтожество,12262,noun,,false
resonance,резонанс,12263,noun,,false
garnet,гранатовый; гранат,12264,verb,,false
bavaria,Бавария,12265,name,,false
expire,истекать; истечь,12266,verb,,false
presenter,ведущий; ведущая; представитель,12267,noun,,false
sas,Особая воздушная служба; спецназ,12268,noun,,false
beryl,берилл,12269,noun,,false
signorina,синьорина,12270,noun,,false
duress,принуждение; давление; заточение,12271,verb,,false
bacterial,бактериальный,12272,adj,,false
lodgings,жильё; жилище; берлога,12273,noun,,false
milt,молока; молоки,12274,verb,,false
uranus,Уран,12275,name,,false
matador,матадор; тореадор,12276,noun,,false
unfriendly,недружелюбный; недружественный,12277,noun,,false
checklist,контрольный список; контрольный перечень,12278,verb,,false
devilish,дьявольский; чёртовый; чертовский,12279,adj,,false
hospitable,гостеприимный; радушный; открытый,12280,adj,,false
sociable,общительный; коммуникабельный; контактный,12281,noun,,false
bazooka,базука,12282,verb,,false
transylvania,Трансильвания; Семиградье; Ардял,12283,name,,false
paintball,пейнтбол,12284,verb,,false
alcoholism,алкоголизм; алкогольное отравление,12285,noun,,false
hold-up,грабёж; налёт; разбой,12286,noun,,false
flexibility,гибкость,12287,noun,,false
minotaur,минотавр,12288,noun,,false
narcissistic,нарциссический; самовлюблённый,12289,noun,,false
matinee,дневной сеанс,12290,verb,,false
absolution,отпущение; прощение,12291,noun,,false
floral,цветочный,12292,noun,,false
electoral,избирательный; выборный,12293,adj,,false
compliance,согласие; соответствие; податливость,12294,noun,,false
unconditionally,безоговорочно; беспрекословно; безусловно,12295,adv,,false
pacemaker,электрокардиостимулятор; ЭКС; кардиостимулятор,12296,noun,,false
in-between,переходный; промежуточный,12297,noun,,false
